,date,stock_main_close,stock_second_close,pbMRQ,peTTM,psTTM,pcfNcfTTM,pcfNcfTTM/100,peTTM/10,close/peTTM
1687,2015/8/10,2274.842,9.68,6.6568570000000005,314.05744599999997,3.7448900000000003,59.60554200000001,0.59605542,0.59605542,
1688,2015/8/11,2284.272,10.65,7.323917999999999,345.528079,4.120153,65.578411,0.65578411,0.65578411,
1689,2015/8/12,2249.18,11.72,8.059747999999999,380.243106,4.534102,72.16704,0.7216704,0.7216704,
1690,2015/8/13,2298.7929999999997,12.26,8.431102000000001,397.76284,4.743012,75.492143,0.75492143,0.75492143,
1691,2015/8/14,2310.399,12.02,8.266055999999999,389.976291,4.650163,74.014319,0.74014319,0.74014319,
1692,2015/8/17,2327.485,12.04,8.274896,390.393345,4.655136,74.093473,0.74093473,0.74093473,1.455003181
1693,2015/8/18,2174.419,10.84,7.4501550000000005,351.48371000000003,4.191169,66.708741,0.66708741,0.66708741,
1694,2015/8/19,2222.05,10.93,7.512011,354.401932,4.225967,67.262596,0.67262596,0.67262596,
1695,2015/8/20,2155.492,10.9,7.491391999999999,353.429191,4.214367,67.077978,0.67077978,0.67077978,
1696,2015/8/21,2039.396,9.81,6.742253,318.086272,3.792931,60.370180000000005,0.6037018,0.6037018,
1697,2015/8/24,1882.4620000000002,8.83,6.068715,286.31007,3.414024,54.339316000000004,0.54339316,0.54339316,
