date,stock_main_close,stock_second_close,pbMRQ,peTTM,psTTM,pcfNcfTTM,pcfNcfTTM/100,peTTM/10,close/peTTM
2009/7/8,1019.79,6.07393168,6.591234,30.079031,3.922164,11.05341,0.1105341,0.1105341,
2009/7/9,1037.59,6.49620168,7.049468,32.170176,4.19484,11.821862,0.11821862,0.11821862,
2009/7/10,1042.8,6.52322696,7.078795,32.304009,4.212291,11.871043,0.11871043,0.11871043,
2009/7/13,1047.07,6.6211936,7.185105,32.789155,4.275552,12.049324,0.12049324,0.12049324,
2009/7/14,1068.93,6.92860616,7.518699,34.311509,4.47406,12.608756,0.12608756,0.12608756,
2009/7/15,1077.85,6.78672344,7.364732,33.608884,4.382441,12.350557,0.12350557,0.12350557,
2009/7/16,1076.38,6.68537864,7.254756,33.107009,4.316998,12.166128,0.12166128,0.12166128,
2009/7/17,1084.39,6.71240392,7.284083,33.240842,4.33445,12.215309,0.12215309,0.12215309,
2009/7/20,1104.19,6.84415216,7.427052,33.89328,4.419524,12.455066,0.12455066,0.12455066,
2009/7/21,1081.94,6.69551312,7.265754,33.157197,4.323543,12.184571,0.12184571,0.12184571,
2009/7/22,1098.49,6.84415216,7.427052,33.89328,4.419524,12.455066,0.12455066,0.12455066,
2009/7/23,1108.67,6.8069924,7.386728,33.709259,4.395529,12.387442,0.12387442,0.12387442,
2009/7/24,1105.5,6.53336144,7.089792,32.354197,4.218835,11.889486,0.11889486,0.11889486,
2009/7/27,1126.01,6.55700856,7.115453,32.471301,4.234105,11.932519,0.11932519,0.11932519,
2009/7/28,1138.52,6.66848784,7.236427,33.023363,4.306091,12.13539,0.1213539,0.1213539,
2009/7/29,1072.11,6.2833776,6.818518,31.116239,4.057411,11.434562,0.11434562,0.11434562,
2009/7/30,1084.05,6.3171592,7.179749,29.455229,4.034225,15.957265,0.15957265,0.15957265,
2009/7/31,1117.99,6.41512584,7.291093,29.912021,4.096788,16.204731,0.16204731,0.16204731,
2009/8/3,1140.54,6.44890744,7.329488,30.069535,4.118361,16.290064,0.16290064,0.16290064,
2009/8/4,1149.27,6.51309248,7.402437,30.368813,4.15935,16.452197,0.16452197,0.16452197,
2009/8/5,1144.14,6.68537864,7.598248,31.172138,4.269375,16.887395,0.16887395,0.16887395,
2009/8/6,1125.55,6.8238832,7.755665,31.817947,4.357826,17.23726,0.1723726,0.1723726,
2009/8/7,1087.23,6.51309248,7.402437,30.368813,4.15935,16.452197,0.16452197,0.16452197,
2009/8/10,1092.19,6.4522856,7.333327,30.085287,4.120518,16.298597,0.16298597,0.16298597,
2009/8/11,1100.79,6.54349592,7.436992,30.510576,4.178767,16.528996,0.16528996,0.16528996,
2009/8/12,1052.51,6.249596,7.102961,29.140199,3.991078,15.786599,0.15786599,0.15786599,
2009/8/13,1060.86,6.24283968,7.095282,29.108696,3.986763,15.769533,0.15769533,0.15769533,
2009/8/14,1022.92,6.08744432,6.918668,28.384129,3.887526,15.377001,0.15377001,0.15377001,
2009/8/17,955.87,5.91178,6.719017,27.565053,3.775344,14.93327,0.1493327,0.1493327,
2009/8/18,968.39,5.91178,6.719017,27.565053,3.775344,14.93327,0.1493327,0.1493327,
2009/8/19,921.32,5.78340992,6.573118,26.966498,3.693365,14.609004,0.14609004,0.14609004,
2009/8/20,956.52,5.90164552,6.707499,27.517799,3.768872,14.90767,0.1490767,0.1490767,
2009/8/21,979.99,6.10433512,6.937865,28.462887,3.898312,15.419668,0.15419668,0.15419668,
2009/8/24,998.83,6.1482512,6.987778,28.667656,3.926358,15.530601,0.15530601,0.15530601,
2009/8/25,975.53,6.2158144,7.064566,28.982685,3.969505,15.701266,0.15701266,0.15701266,
2009/8/26,1003.27,6.249596,7.102961,29.140199,3.991078,15.786599,0.15786599,0.15786599,
2009/8/27,1005.14,6.35431896,7.221983,29.628495,4.057955,16.051132,0.16051132,0.16051132,
2009/8/28,974.29,6.22594888,7.076085,29.029939,3.975977,15.726866,0.15726866,0.15726866,
2009/8/31,904.7,5.87462024,6.676783,27.391787,3.751613,14.839403,0.14839403,0.14839403,
2009/9/1,900.53,5.88137656,6.684462,27.42329,3.755928,14.85647,0.1485647,0.1485647,
2009/9/2,906.86,6.0131248,6.8342,28.037597,3.840064,15.189269,0.15189269,0.15189269,
2009/9/3,956.69,6.35769712,7.225823,29.644246,4.060113,16.059665,0.16059665,0.16059665,
2009/9/4,968.55,6.38134424,7.252699,29.754506,4.075214,16.119398,0.16119398,0.16119398,
2009/9/7,979.45,6.56038672,7.456189,30.589334,4.189553,16.571663,0.16571663,0.16571663,
2009/9/8,999.78,6.57389936,7.471547,30.652339,4.198183,16.605796,0.16605796,0.16605796,
2009/9/9,1010.52,6.65159704,7.559854,31.014623,4.247801,16.802062,0.16802062,0.16802062,
2009/9/10,1000.63,6.587412,7.486904,30.715345,4.206812,16.639929,0.16639929,0.16639929,
2009/9/11,1016.51,6.61443728,7.51762,30.841357,4.224071,16.708196,0.16708196,0.16708196,
2009/9/14,1041.33,6.71578208,7.632803,31.313901,4.288791,16.964194,0.16964194,0.16964194,
2009/9/15,1049.72,6.6887568,7.602088,31.187889,4.271532,16.895928,0.16895928,0.16895928,
2009/9/16,1045.16,6.63470624,7.540657,30.935866,4.237015,16.759395,0.16759395,0.16759395,
2009/9/17,1065.1,6.63470624,7.540657,30.935866,4.237015,16.759395,0.16759395,0.16759395,
2009/9/18,1030.1,6.4522856,7.333327,30.085287,4.120518,16.298597,0.16298597,0.16298597,
2009/9/21,1039.33,6.8238832,7.755665,31.817947,4.357826,17.23726,0.1723726,0.1723726,
2009/9/22,1016.97,6.92860616,7.874688,32.306243,4.424703,17.501792,0.17501792,0.17501792,
2009/9/23,987.66,6.97252224,7.9246,32.511012,4.452749,17.612725,0.17612725,0.17612725,
2009/9/24,983.32,7.00630384,7.962995,32.668526,4.474322,17.698058,0.17698058,0.17698058,
2009/9/25,976.8,7.47924624,8.500516,34.873731,4.77635,18.89272,0.1889272,0.1889272,
2009/9/28,951.27,7.4826244,8.504356,34.889482,4.778507,18.901253,0.18901253,0.18901253,
2009/9/29,937.16,7.25966584,8.250953,33.849886,4.636122,18.338055,0.18338055,0.18338055,
2009/9/30,949.23,7.7528772,8.811511,36.149599,4.951094,19.583917,0.19583917,0.19583917,
2009/10/9,997.32,8.20217248,9.322156,38.244543,5.23802,20.718845,0.20718845,0.20718845,
2009/10/12,998.75,8.107584,9.214652,37.803502,5.177615,20.479913,0.20479913,0.20479913,
2009/10/13,1013.28,8.14812192,9.260725,37.992519,5.203503,20.582312,0.20582312,0.20582312,
2009/10/14,1021.1,7.83057488,8.899818,36.511882,5.000713,19.780182,0.19780182,0.19780182,
2009/10/15,1025.2,7.6346416,8.67713,35.598298,4.875587,19.285251,0.19285251,0.19285251,
2009/10/16,1028.42,7.61437264,8.654094,35.503789,4.862643,19.234051,0.19234051,0.19234051,
2009/10/19,1058.17,7.7528772,8.811511,36.149599,4.951094,19.583917,0.19583917,0.19583917,
2009/10/20,1073.48,7.685314,8.734722,35.83457,4.907947,19.413251,0.19413251,0.19413251,
